Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.022156,13.516,16.686,0.216,0.379,15.853
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.039331,17.175,16.696,0.257,0.368,15.374
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.039599,30.498,33.390,0.130,0.169,15.119
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.055781,16.451,16.676,0.272,0.696,15.600
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.073768,17.986,16.675,0.266,0.539,14.289
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.074040,34.441,33.350,0.057,0.314,14.028
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.089231,15.463,16.676,0.231,0.404,15.503
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.089481,15.441,16.672,0.070,0.265,15.259
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.106110,16.879,16.665,0.234,0.412,15.288
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.106353,16.872,16.664,0.073,0.248,15.050
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.122191,16.081,16.671,0.202,0.365,15.878
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.139382,17.192,16.698,0.205,0.364,15.384
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.139592,33.239,33.370,0.055,0.210,15.181
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.155644,16.261,16.666,0.241,0.346,15.789
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.155894,16.302,16.667,0.167,0.253,15.546
devenv.exe,32148,0x00000000313F3440,D3D9,-1,0,0,Composed: Copy with GPU GDI,1,0.168215,92.602,0.000,0.463,0.401,0.000
devenv.exe,32148,0x00000000313F3440,D3D9,-1,0,0,Composed: Copy with GPU GDI,0,0.169961,1.746,83.405,0.304,0.281,18.177
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.172345,16.701,16.706,0.240,0.381,15.794
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.189596,17.251,16.651,0.227,0.459,15.194
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.189831,33.937,33.355,0.069,0.278,14.964
devenv.exe,32148,0x00000000313F3440,D3D9,-1,0,0,Composed: Copy with GPU GDI,1,0.193323,23.362,0.000,0.305,0.309,0.000
devenv.exe,32148,0x00000000313F3440,D3D9,-1,0,0,Composed: Copy with GPU GDI,1,0.195730,2.407,0.000,0.263,0.237,0.000
devenv.exe,32148,0x00000000313F3440,D3D9,-1,0,0,Composed: Copy with GPU GDI,1,0.201803,6.072,0.000,0.286,0.260,0.000
devenv.exe,32148,0x00000000313F3440,D3D9,-1,0,0,Composed: Copy with GPU GDI,0,0.202116,0.314,33.354,0.215,0.200,19.376
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.205658,16.062,16.703,0.249,0.381,15.835
devenv.exe,32148,0x00000000313F3440,D3D9,-1,0,0,Composed: Copy with GPU GDI,1,0.206969,4.853,0.000,0.348,0.304,0.000
devenv.exe,32148,0x00000000313F3440,D3D9,-1,0,0,Composed: Copy with GPU GDI,0,0.210975,4.006,16.704,0.406,0.370,27.221
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.222497,16.839,16.704,0.352,0.423,15.699
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.239201,16.704,16.644,0.273,0.375,15.639
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.255872,16.671,16.714,0.246,0.350,15.682
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,0.288691,32.819,33.369,0.368,0.318,16.232
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.305795,17.104,16.654,0.273,0.388,15.783
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.306077,116.246,116.792,0.317,0.280,15.511
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.322541,16.746,16.700,0.390,0.427,15.736
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.339078,16.537,16.662,0.322,0.366,15.861
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.355559,16.481,16.667,0.266,0.309,16.047
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.372144,16.585,16.945,0.246,0.284,16.408
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.389293,17.149,16.436,0.256,0.874,15.694
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.406813,17.520,16.681,0.258,0.506,14.856
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.407075,100.997,100.087,0.056,0.309,14.600
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,0.391621,336.239,333.600,0.115,0.769,30.102
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.422472,15.660,16.665,0.297,0.424,15.861
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.438982,16.509,16.658,0.260,0.373,16.010
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.455406,16.425,16.675,0.156,0.256,16.261
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.472031,16.625,16.681,0.140,0.226,16.317
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.472181,65.106,66.678,0.107,0.277,16.171
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.488560,16.528,16.717,0.093,0.228,16.505
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.505611,17.051,16.669,0.221,0.306,16.123
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.522282,16.671,16.669,0.356,0.296,16.121
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.538902,16.620,16.671,0.214,0.278,16.171
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.555377,16.475,16.685,0.125,0.244,16.382
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.572070,16.693,16.674,0.130,0.232,16.363
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.588775,16.705,16.684,0.120,0.234,16.342
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.605499,16.724,16.680,0.139,0.239,16.298
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.622237,16.738,16.676,0.106,0.240,16.235
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.622353,150.172,150.124,0.064,0.253,16.124
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.638773,16.536,16.682,0.133,0.221,16.381
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.655438,16.664,16.674,0.104,0.233,16.391
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.672087,16.650,16.688,0.113,0.217,16.429
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.688866,16.778,16.712,0.135,0.236,16.362
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.705892,17.026,16.705,0.241,0.309,16.041
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.722557,16.665,16.633,0.358,0.337,16.009
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.740272,17.715,16.675,0.201,0.496,14.969
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.740478,118.125,116.769,0.052,0.355,14.769
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,0.727530,335.909,333.544,0.092,0.929,27.737
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.755547,15.275,16.681,0.126,0.300,16.375
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.772374,16.827,16.679,0.183,0.517,16.227
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.772567,32.089,33.359,0.067,0.451,16.038
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.789012,16.638,16.678,0.119,0.235,16.267
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.789145,16.578,16.680,0.070,0.235,16.140
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.805480,16.468,16.678,0.096,0.414,16.476
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.838865,33.385,33.363,0.118,0.230,16.454
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.939963,101.098,100.088,0.216,0.327,15.444
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,0.955823,15.860,16.673,0.101,0.171,16.257
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,0.955929,166.784,166.800,0.084,0.194,16.156
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.039667,83.844,83.407,0.286,0.354,15.820
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.057082,17.415,16.696,0.210,0.498,15.102
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.057296,101.367,100.104,0.052,0.328,14.893
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.052495,324.966,316.955,0.111,0.791,19.727
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.090526,33.445,33.377,0.197,0.466,15.034
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.090727,33.431,33.379,0.052,0.331,14.841
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.081410,28.915,33.424,0.121,0.936,24.235
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.106224,15.698,16.663,0.265,0.358,15.999
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.106501,15.773,16.662,0.132,0.305,15.730
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.123821,17.597,16.685,0.230,0.501,15.088
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.124056,17.556,16.685,0.051,0.314,14.859
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.115232,33.822,33.311,0.106,1.015,23.724
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.139576,15.755,16.669,0.261,0.362,16.003
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.139847,15.791,16.671,0.118,0.578,15.739
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.157157,17.581,16.687,0.241,0.465,15.109
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.157402,17.555,16.686,0.054,0.282,14.870
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.148062,32.829,33.383,0.101,0.814,24.277
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.172858,15.701,16.673,0.228,0.358,16.081
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.173096,15.694,16.673,0.069,0.232,15.849
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.190454,17.596,16.697,0.220,0.468,15.181
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.190679,17.582,16.697,0.052,0.293,14.963
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.181126,33.065,33.346,0.101,0.916,24.559
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.223751,33.296,33.350,0.207,0.477,15.235
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.223962,33.283,33.348,0.053,0.334,15.029
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.215448,34.322,33.341,0.171,0.969,23.578
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,1.239276,15.525,16.675,0.198,0.329,16.384
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.257389,18.113,16.670,0.192,0.463,14.941
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.257585,33.623,33.345,0.053,0.329,14.750
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.248215,32.767,33.348,0.100,0.800,24.159
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.272874,15.485,16.689,0.220,0.361,16.145
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.273104,15.519,16.689,0.174,0.250,15.920
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.290615,17.741,16.681,0.217,0.469,15.086
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.290836,17.732,16.683,0.052,0.311,14.871
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.283523,35.308,33.370,0.110,0.945,22.221
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.323937,33.322,33.352,0.213,0.492,15.115
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.324154,33.318,33.352,0.051,0.319,14.905
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.315467,31.944,33.356,0.102,0.957,23.633
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,1.339402,15.465,16.685,0.243,0.296,16.335
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.357214,17.812,16.674,0.218,0.490,15.197
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.357436,33.282,33.358,0.052,0.312,14.981
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.347912,32.445,33.350,0.096,0.830,24.538
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,1.372818,15.604,16.692,0.210,0.278,16.285
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.390723,17.905,16.678,0.221,0.483,15.059
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.390948,33.512,33.372,0.051,0.302,14.840
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.381353,33.441,33.382,0.112,0.792,24.478
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.406403,15.681,16.682,0.336,0.391,16.060
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.424057,17.654,16.669,0.245,0.490,15.076
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.424307,33.359,33.349,0.054,0.294,14.831
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.415500,34.147,33.337,0.103,0.916,23.668
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.439847,15.790,16.692,0.225,0.359,15.977
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.440083,15.775,16.692,0.074,0.285,15.747
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.457383,17.536,16.680,0.202,0.493,15.121
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.457591,17.508,16.681,0.058,0.333,14.920
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.448146,32.646,33.375,0.099,0.936,24.397
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.473074,15.691,16.685,0.262,0.354,16.115
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.490776,17.701,16.672,0.202,0.490,15.086
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.490981,33.390,33.358,0.053,0.330,14.887
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.481444,33.298,33.362,0.126,0.786,24.461
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.523343,32.568,33.370,0.246,0.419,15.889
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.541031,17.688,16.674,0.249,0.511,14.875
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.541284,50.303,50.044,0.055,0.306,14.628
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.523965,42.521,50.044,0.107,1.038,31.983
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.556728,15.697,16.676,0.285,0.457,15.854
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.557018,15.734,16.676,0.057,0.220,15.570
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.550510,26.544,16.681,0.100,0.968,22.121
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.573279,16.551,16.683,0.231,0.367,15.987
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.590852,17.573,16.669,0.202,0.461,15.082
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.591059,34.041,33.351,0.050,0.319,14.881
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.581437,30.928,33.336,0.102,0.843,24.529
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.606464,15.612,16.692,0.221,0.367,16.163
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.624187,17.723,16.670,0.200,0.488,15.109
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.624391,33.332,33.362,0.050,0.336,14.910
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.615215,33.778,33.363,0.098,0.806,24.115
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,1.639676,15.488,16.688,0.215,0.293,16.309
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.657503,17.827,16.677,0.202,0.484,15.159
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.657709,33.318,33.365,0.056,0.322,14.957
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.648171,32.956,33.366,0.148,0.944,24.524
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.690912,33.410,33.357,0.214,0.488,15.106
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.691131,33.421,33.355,0.051,0.323,14.891
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.681611,33.440,33.355,0.099,0.993,24.439
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.724523,33.611,33.378,0.286,0.528,14.873
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.724814,33.684,33.383,0.062,0.295,14.591
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.715999,34.388,33.407,0.124,0.782,23.458
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,1.739845,15.322,16.676,0.398,0.367,16.227
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.757817,17.972,16.674,0.242,0.502,14.929
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.758063,33.248,33.349,0.054,0.303,14.691
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.751100,35.100,33.340,0.116,0.951,21.698
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,1.773107,15.290,16.683,0.243,0.295,16.322
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.791077,17.970,16.673,0.199,0.495,15.025
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.791280,33.218,33.355,0.053,0.336,14.828
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.782186,31.086,33.344,0.100,0.958,23.955
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.824259,33.183,33.370,0.213,0.459,15.213
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.824476,33.196,33.369,0.053,0.307,15.001
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.814631,32.445,33.399,0.104,0.822,24.910
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,1.839777,15.518,16.675,0.211,0.282,16.369
devenv.exe,32148,0x000000002DF746E0,D3D9,-1,0,0,Composed: Copy with GPU GDI,0,1.849160,437.842,433.697,0.258,0.255,23.670
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.857840,18.063,16.683,0.203,0.480,14.989
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.858048,33.571,33.357,0.051,0.340,14.786
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.847817,33.186,33.326,0.103,0.792,25.050
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.891020,33.180,33.350,0.303,0.491,15.160
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.891328,33.280,33.350,0.058,0.231,14.856
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.881303,33.486,33.334,0.112,1.059,24.897
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,2,0,Hardware: Legacy Flip,0,1.906513,15.493,16.746,0.136,0.224,16.413
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.923687,17.174,16.631,0.298,0.389,15.870
dwm.exe,1312,0x00000196671D9700,DXGI,1,0,0,Hardware: Legacy Flip,0,1.924003,32.675,33.379,0.138,0.312,15.561
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.940842,17.155,16.681,0.233,0.409,15.396
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.957579,16.737,16.673,0.194,0.382,15.333
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.973684,16.106,16.680,0.213,0.368,15.907
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,1.990926,17.241,16.680,0.223,0.349,15.345
UE4Editor.exe,17260,0x0000017442C4B8C0,DXGI,0,0,0,Composed: Flip,0,1.983576,102.273,100.122,0.421,0.417,22.746
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.006752,15.826,16.671,0.319,0.277,16.190
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.023341,16.589,16.680,0.121,0.244,16.281
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.040200,16.859,16.690,0.171,0.316,16.112
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.056880,16.680,16.671,0.183,0.289,16.102
dwm.exe,1312,0x000001966A1B4DD0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.073468,16.588,16.683,0.137,0.258,16.197
